GTIN;Code de la catégorie du produit;Nom produit;Marque principale;Marque secondaire;URL image 1;URL image 2;URL image 3;Description;Lien / URL;Valeur du contenu net;Unité de mesure du contenu net;MPN;SKU
3701835100190;10005815;Ezen V2;Kami Street;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-04-at-22.14.11-3.jpeg;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-04-at-22.14.11-2.jpeg;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/01/WhatsApp-Image-2026-01-04-at-22.14.11-1.jpeg;E-ZEN V2L’E-ZEN V2 est un fatbike électrique puissant, conçu pour offrir confort, autonomie et maîtrise sur les terrains variés. Son moteur brushless de 1 200 W développe jusqu’à 80 N·m de couple, ce qui facilite les démarrages, les montées et les parcours exigeants.Sa batterie amovible 48 V – 20 Ah, protégée contre l’eau selon l’indice IP65, offre une autonomie annoncée comprise entre 56 et 129 km, selon le poids transporté, le relief, la température et le niveau d’assistance utilisé. Ses pneus larges 20 × 4 pouces, sa fourche hydraulique avant et ses deux amortisseurs arrière absorbent efficacement les irrégularités du sol pour une conduite plus stable et confortable.L’E-ZEN V2 est équipé de freins à disque hydrauliques avant et arrière, de clignotants, d’un éclairage complet et d’un port USB. Son système connecté permet de consulter la position GPS, l’historique des trajets et les alertes de déplacement depuis une application mobile. Il est également possible de définir une zone de sécurité et de couper le moteur à distance en cas de besoin.Certifié UL 2849, le vélo est livré préassemblé à environ 90 % afin de simplifier sa mise en service. Le service GPS est inclus gratuitement pendant un mois, puis accessible avec un abonnement optionnel.Les performances maximales annoncées sont réservées aux terrains privés fermés. La circulation sur voie publique dépend de la version, de l’homologation et de la configuration réglementaire du véhicule.;https://kamistreet.fr/product/ezen-v2;1;PIECE;;4070
3701835100459;10005815;THE ONE ELEGANCE;the-one-elegance;;;;;Saisissez cette offre exceptionnelle sur le The One Elegance, un vélo électrique pliant, léger et design, idéal pour la ville et les déplacements multimodaux.?? Prix  : 790?€ - stock limité ! Fabriqué en Italie, ce vélo allie élégance, performance et praticité à un rapport qualité/prix imbattable. CARACTÉRISTIQUES DÉTAILLÉES :? Modèle : A1 Elegance – neuf, jamais utilisé? Fabrication italienne – finition soignée & composants de qualité? Vélo pliant ultra-compact – idéal pour coffre, train ou petit appartement? Moteur 250W brushless – silencieux, fiable, conforme aux normes européennes? Batterie lithium 36V – 360Wh (autonomie de 25 à 35 km*)? Temps de charge : 4 à 6 h? Écran LCD – contrôle simple depuis le guidon? Cadre aluminium – solide et léger (poids total : 23 kg)? Freins à disque avant/arrière – sécurité optimale? Dérailleur SHIMANO 7 vitesses – souplesse et confort de conduite? Éclairage LED avant intégré – activable depuis le display? Porte-bagage arrière amovible + béquille? Selle confort pliable? Poids maximal utilisateur : 100 kg Dimensions replié : 82 x 71 x 31 cm  Chargeur inclus Aides disponibles en Île?de?France ------------------------------------------------------------------------------------------------------------------------------------------------La région Île?de?France couvre 50?% du prix d’achat (vélo + accessoires), sans plafond global fixe sur le budget. Ce dispositif permet, en 2025, d’obtenir?:Jusqu’à 400?€ pour un vélo à assistance électrique, pliant ou cargo non motorisé.Jusqu’à 600?€ pour un vélo cargo à assistance électrique.Jusqu’à 200?€ pour un kit d’électrification posé par un pro.Jusqu’à 100?€ pour un vélo mécanique destiné aux jeunes de 15–25 ans. Jusqu’à 1?200?€ pour un vélo adapté, destiné aux personnes en situation de handicap. Ces aides sont valables tant pour les vélos neufs que reconditionnés, et cumulab;https://kamistreet.fr/product/4818;1;PIECE;;4818
3701835100152;10005815;Emoko C94 – Fatbike électrique;emoko;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2025/12/ChatGPT-Image-1-juin-2026-13_14_39-3.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2025/12/ChatGPT-Image-1-juin-2026-13_14_39-4.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2025/12/ChatGPT-Image-1-juin-2026-13_14_39-5.png;L’Emoko C94 est spécialement conçu pour les longs trajets et les livraisons professionnelles. Équipé d’un puissant moteur de moyeu de 750 W et d’une batterie lithium haute capacité de 48 V/35 Ah, il offre une autonomie impressionnante allant jusqu’à 150 km avec une seule charge. Son design pliable facilite le rangement et le transport, offrant une grande flexibilité pour les modes de vie urbains et nomades. Que vous soyez livreur et ayez besoin d’une fiabilité à toute épreuve ou aventurier en quête de longues randonnées, le C94 offre le parfait équilibre entre puissance, endurance et praticité.;https://kamistreet.fr/product/emoko-c94;1;PIECE;;3959
3701835100312;10005815;Jobobike Robin PRO – Fatbike électrique;jobobike;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/06/Velo-electrique-Jobobike-Robin.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/06/Velo-electrique-Jobobike-Robin-8.png;;"VTT électrique JOBOBIKE Robin Pro :Le JOBOBIKE Robin Pro est un VTT électrique tout-terrain conçu pour les trajets quotidiens comme pour les aventures hors des sentiers battus. Il est équipé d'une batterie lithium-ion LG de 48 V / 20 Ah (960 Wh) offrant jusqu'à 180 km d'autonomie en mode d'assistance économique. Sa batterie est amovible pour une recharge plus pratique.Son moteur arrière Bafang de 250 W, développant jusqu'à 80 Nm de couple, assure une assistance puissante et silencieuse, idéale pour les montées et les terrains exigeants. La transmission Shimano 8 vitesses permet des changements de rapport fluides et une conduite adaptée à tous les parcours.Grâce à sa suspension intégrale et à ses freins à disque hydrauliques Tektro, le Robin Pro garantit un excellent confort de conduite et un freinage précis, quelles que soient les conditions. Ses pneus larges CST 26"" x 4.0 offrent une adhérence optimale sur le sable, la neige, les chemins de terre, le gravier ou le bitume.Il dispose également d'un écran LCD affichant la vitesse, la distance parcourue, le niveau de batterie et le mode d'assistance. Un éclairage LED avant, un feu stop arrière et un porte-bagages complètent son équipement pour une utilisation quotidienne ou de loisirs. Le vélo est recommandé pour des utilisateurs mesurant entre 1,60 m et 1,90 m et supporte une charge maximale de 120 kg.";https://kamistreet.fr/product/jobobike-robin-velo-electrique;1;PIECE;;4108
3701835100275;10005815;JOBOBIKE Ace - Fatbike électrique;jobobike;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/06/Velo-electrique-Jobobike-Ace-1.png;;;Le JOBOBIKE Ace est un vélo électrique pliable conçu pour les déplacements urbains, les trajets domicile-travail et les utilisateurs qui recherchent un modèle compact, pratique et élégant. Son cadre pliable facilite le rangement à la maison, au bureau, dans les transports en commun ou dans le coffre d’une voiture.Équipé d’un moteur 36 V – 250 W développant jusqu’à 45 N·m de couple, il offre une assistance fluide jusqu’à 25 km/h. Sa batterie Samsung de 36 V – 10 Ah, soit 360 Wh, est discrètement intégrée dans le tube de selle afin d’améliorer l’équilibre du vélo et de préserver son design épuré.Le JOBOBIKE Ace propose une autonomie annoncée allant jusqu’à 80 km, tandis que la version Ace Pro peut atteindre jusqu’à 100 km, selon le niveau d’assistance, le poids de l’utilisateur, le relief et les conditions de conduite.Disponible en plusieurs coloris, le JOBOBIKE Ace associe style, mobilité et facilité de transport. La version Ace Pro va plus loin avec des freins à disque hydrauliques et un capteur de couple, pour une assistance plus naturelle, progressive et précise;https://kamistreet.fr/product/jobobike-ace-velo-electrique;1;PIECE;;4103
3701835100145;10005815;Emoko C93 – Fatbike électrique;emoko;;;;;Pourquoi se contenter d’une simple balade à vélo ? L’Emoko C93 est conçue pour les trajets urbains et les escapades hors route. Son allure de moto classique, son puissant moteur de 1000 W, ses doubles suspensions avant et arrière, sa selle biplace et son cadre hétérogène lui confèrent une allure de moto élégante et performante. Avec un poids d’environ 40 kg seulement, elle offre une excellente maniabilité et un plaisir de conduite optimal.;https://kamistreet.fr/product/emoko-c93;1;PIECE;;3949
3701835100183;10005815;Ezen ULTIMATE – Fatbike électrique;ezen;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/01/ezen-ultimate-1.png;;;L’E-ZEN Ultimate est un fatbike électrique robuste conçu pour les utilisateurs qui recherchent puissance, autonomie et confort sur des parcours variés. Son moteur arrière peut développer jusqu’à 1 500 W en puissance maximale, tandis que sa batterie amovible 48 V – 25 Ah offre une autonomie annoncée comprise entre 90 et 130 km avec assistance, selon le poids transporté, le relief, la température et le niveau d’assistance utilisé.Ses pneus larges tout-terrain de 20 pouces, associés à une suspension avant et arrière, améliorent la stabilité et absorbent efficacement les irrégularités du sol. La transmission Shimano 7 vitesses permet d’adapter facilement le pédalage, tandis que les freins à disque assurent un contrôle précis lors des ralentissements.L’E-ZEN Ultimate dispose également d’un éclairage LED, de garde-boue, d’un porte-bagages et d’une batterie amovible facilitant la recharge. Avec une capacité de charge maximale annoncée de 150 kg, il convient aux sorties de loisir, aux longues distances et aux terrains exigeants.Les performances supérieures à la configuration homologuée sont réservées aux terrains privés fermés à la circulation publique.;https://kamistreet.fr/product/ezen-ultimate-velo-electrique;1;PIECE;;4076
3701835100305;10005815;Jobobike Ace Pro;jobobike;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/07/JOBOBIKE-Ace-Pro-–-Vue-avant-du-velo-electrique-pliable.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/07/obobike-ace-pro-velo-electrique-femme-devant-cafe.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/07/jobobike-ace-pro-velo-pliant-maison-interieur.png;JOBOBIKE Ace Pro – Vélo électrique pliable 20 poucesDescription courteLe JOBOBIKE Ace Pro est un vélo électrique pliable conçu pour faciliter les déplacements urbains. Il associe un moteur de 250 W, une batterie Samsung de 36 V 10 Ah, un capteur de couple, des freins à disque hydrauliques et une transmission Shimano à 7 vitesses.Compact, confortable et facile à ranger, il offre une autonomie pouvant atteindre 100 km selon le niveau d’assistance et les conditions d’utilisation.Prix Kami Street : [À RENSEIGNER]Description longueUn vélo électrique pliable pensé pour la villeLe JOBOBIKE Ace Pro est destiné aux cyclistes à la recherche d’un vélo électrique compact, pratique et agréable à utiliser au quotidien. Son cadre ouvert facilite l’enjambement, tandis que sa conception pliable permet de réduire son encombrement pour le ranger dans un appartement, un bureau, un garage ou le coffre d’une voiture.Ses roues de 20 pouces offrent un bon compromis entre maniabilité et stabilité. Avec un poids annoncé de 22 kg, l’Ace Pro reste adapté aux déplacements multimodaux et aux utilisateurs disposant de peu d’espace de stockage.Une assistance électrique naturelle et réactiveLe moteur arrière de 250 W développe un couple maximal de 45 Nm. Il accompagne efficacement le pédalage lors des démarrages, des trajets quotidiens et des passages légèrement inclinés.Contrairement à un simple capteur de vitesse, le capteur de couple de la version Ace Pro analyse l’effort exercé sur les pédales. L’assistance s’adapte ainsi plus précisément à la puissance de pédalage, pour une sensation de conduite plus progressive et naturelle.Jusqu’à 100 km d’autonomieLa batterie lithium-ion de 36 V 10 Ah, soit 360 Wh, utilise des cellules Samsung et est intégrée dans la tige de selle. Cette implantation contribue à conserver un design épuré tout en facilitant l’accès à la batterie.L’autonomie peut;https://kamistreet.fr/product/jobobike-ace-pro;1;PIECE;;5188
3701835100176;10005815;Ezen OX 2 – Fatbike électrique;ezen;;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/08/ezen-ox2-2-2.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/08/ezen-ox2-1-3.png;https://lime-aardvark-343643.hostingersite.com/wp-content/uploads/2026/08/ezen-ox2-4-2.png;Exclusivité KAMISTREET avec 200KM d'autonomie;https://kamistreet.fr/product/ezen-ox-2-fatbike-electrique;1;PIECE;;b32776a4-7fad-4e4e-b24d-885c19500137
3701835100022;10005814;1. TODIMART enfant;ezen;1. TODIMART enfant;;;;;;5;PIECE;;
3701835100008;10005814;HT-T4 Pro;ezen;HT-T4 Pro;;;;trottinette électrique;;5;PIECE;;
